731,988,117,623,536,410,764,871,501,28
372,274,485,532,786,653,43,337,629,108
321,441,472,26,884,416,251,818,307,581
12,663,550,944,315,236,213,50,705,343
453,979,253,995,413,285,999,216,193,583
332,892,542,346,230,858,330,31,43,806
352,607,843,484,492,431,847,986,216,671
962,81,933,965,508,847,934,516,503,401
572,51,259,292,303,509,806,741,185,788
424,653,62,772,887,418,700,320,445,316
388,774,451,875,296,130,918,473,156,566
383,442,599,660,880,195,665,416,554,31
362,860,975,348,743,958,36,552,82,715
720,994,545,471,245,457,205,458,687,978
827,785,164,774,694,36,34,815,395,440
969,978,704,244,928,693,870,331,123,392
544,887,325,284,833,902,215,457,178,782
396,750,966,272,891,403,128,210,86,220
837,661,214,898,585,742,837,613,105,482
353,222,59,21,33,425,622,403,670,872
330,702,969,226,266,980,30,452,999,209
546,216,631,816,234,155,354,141,232,883
994,875,530,916,241,443,23,524,947,766
709,741,872,69,994,76,756,273,355,609
270,270,612,515,463,974,664,479,704,348
438,131,501,908,434,59,415,118,810,887
984,981,18,135,838,520,369,4,343,589
245,213,914,912,555,940,172,703,936,558
438,524,164,861,740,502,487,851,506,120
783,881,240,561,230,122,212,546,135,395
733,123,547,492,600,32,726,146,513,527
311,232,173,911,737,825,522,213,983,981
883,583,484,856,809,920,30,566,382,674
942,117,129,542,522,318,842,594,232,935
764,588,64,125,867,12,458,604,340,782
844,890,317,922,829,540,429,993,461,853
55,44,693,886,84,680,45,715,998,345
977,632,584,856,781,48,389,348,123,438
200,153,8,121,712,284,890,503,758,144
656,859,354,153,6,895,777,36,885,679
948,313,638,217,892,823,63,268,580,33
550,164,927,129,691,412,769,413,965,516
812,211,64,561,370,434,71,838,870,23
927,321,91,111,103,281,711,549,879,171
912,211,833,907,528,808,175,634,800,698
769,956,38,767,416,34,976,365,192,748
291,392,640,632,106,210,136,694,640,556
217,142,265,115,913,134,628,780,663,438
210,239,89,997,307,514,359,12,39,975
207,313,22,96,637,857,526,963,1,359
117,392,339,262,703,560,49,618,890,315
495,686,17,994,368,825,642,939,486,948
956,221,247,277,994,528,14,722,590,929
686,789,310,883,500,524,294,390,441,865
310,33,673,811,349,470,313,430,582,677
872,424,557,618,352,789,852,172,479,332
79,678,998,694,654,474,285,168,966,750
77,843,684,743,561,333,868,147,129,919
1000,912,796,840,18,186,536,950,352,662
279,712,842,157,685,999,238,286,971,615
142,407,300,595,268,655,184,787,306,574
988,507,657,598,795,328,782,949,169,116
243,933,85,931,700,801,469,641,721,103
796,126,708,553,537,9,919,353,471,510
915,871,996,798,525,734,738,215,11,823
413,953,948,927,472,765,3,924,635,188
93,788,382,16,794,13,82,634,952,613
161,607,152,171,373,464,348,779,441,584
812,396,381,334,75,144,960,989,335,663
932,395,707,923,1000,241,24,627,944,397
68,440,253,930,828,219,773,562,293,117
321,439,175,359,988,836,769,937,281,513
839,574,141,75,191,49,911,227,731,431
906,527,378,862,2,184,695,610,857,344
220,982,399,67,145,448,889,784,882,750
221,105,273,38,521,503,890,575,4,485
666,82,743,847,380,739,154,925,993,319
561,493,788,986,462,289,117,470,299,632
385,842,94,5,436,208,287,111,107,105
953,608,542,775,274,789,248,450,146,806
115,828,167,36,69,719,264,421,598,154
100,385,391,833,344,489,61,6,117,144
620,539,128,772,623,51,714,493,411,762
868,259,385,920,995,247,145,205,824,882
327,309,412,490,715,102,535,697,772,263
973,117,637,919,420,277,995,396,585,662
946,665,640,915,655,740,152,629,367,481
305,748,860,965,768,576,452,186,484,115
591,231,89,770,162,631,297,939,205,357
305,643,942,462,916,422,321,342,176,231
356,89,161,360,634,926,494,950,144,625
575,198,616,46,302,510,239,500,331,476
753,370,940,697,156,651,95,465,598,543
969,28,556,772,646,310,953,957,164,697
128,135,329,361,835,562,122,319,270,941
179,720,688,368,332,559,185,139,672,651
975,496,156,646,523,977,42,755,618,592
405,139,772,533,440,374,133,502,660,197
62,709,911,181,355,210,345,145,292,788
180,677,927,671,350,43,227,251,152,924
438,747,931,574,684,219,771,371,77,494
10,354,300,733,424,190,520,955,734,974
722,852,64,211,524,460,825,697,298,127
975,570,215,33,730,183,478,955,520,613
872,36,104,508,953,536,730,699,88,98
975,51,962,473,294,603,601,55,297,512
845,334,288,466,488,843,768,502,455,696
964,37,61,889,155,383,423,142,901,112
770,7,654,424,388,166,574,394,248,658
283,889,278,537,875,649,488,177,635,178
694,231,819,786,827,373,724,906,375,635
836,574,742,821,254,490,428,603,643,544
827,414,913,552,49,383,111,400,682,444
816,470,453,394,628,292,323,38,74,593
663,863,316,274,448,144,616,115,455,469
313,402,52,386,495,206,261,439,175,272
850,119,463,314,594,555,296,144,625,912
800,956,359,267,597,654,547,34,714,592
35,349,38,293,95,261,996,684,817,221
725,258,464,63,77,196,682,951,478,520
768,604,447,712,42,231,39,653,25,506
513,355,164,763,834,940,634,511,104,497
686,470,696,947,826,668,38,44,714,718
39,281,461,567,598,274,874,658,9,95
771,932,725,357,316,179,148,127,225,805
76,782,649,397,143,585,791,513,485,740
693,860,701,540,212,122,490,191,160,114
213,271,400,72,228,698,65,981,978,967
946,917,295,439,773,337,973,952,650,847
310,325,125,643,197,338,506,667,410,851
232,790,257,160,346,161,698,822,792,789
224,714,93,884,953,916,642,274,658,709
540,70,119,920,795,950,287,220,468,943
455,409,209,605,837,565,547,251,790,52
672,825,954,105,757,797,353,535,441,385
573,796,364,647,795,519,495,544,575,700
672,862,200,53,402,710,65,356,439,158
230,41,185,209,996,244,998,624,708,469
743,708,112,261,724,845,448,385,591,896
243,984,103,552,305,228,203,535,849,99
10,888,400,74,653,87,401,791,432,29
798,251,872,25,745,274,116,840,605,599
453,134,512,874,637,192,267,830,212,822
107,469,342,382,752,622,557,368,366,979
251,868,711,723,609,328,224,427,85,45
758,623,447,346,961,484,956,748,239,488
335,367,439,725,816,825,394,817,839,262
559,479,659,75,271,500,672,103,872,457
927,378,382,752,453,192,890,869,701,958
968,209,557,268,803,186,323,501,296,792
255,793,777,59,160,989,742,180,973,622
443,238,311,341,800,13,827,124,987,333
331,940,645,42,566,174,602,677,79,633
476,233,407,6,3,990,302,559,944,269
766,399,278,167,218,992,572,753,925,821
975,1,73,216,724,134,36,816,90,333
889,103,692,573,979,579,666,829,627,601
153,334,41,384,126,960,117,732,533,59
757,987,204,265,337,345,604,400,74,724
939,138,658,511,965,333,7,857,469,897
191,220,926,677,838,124,658,55,489,738
736,387,379,542,246,363,243,916,293,583
979,673,182,194,543,922,587,912,475,826
772,757,721,965,890,333,432,251,480,476
176,305,972,979,78,326,773,181,801,965
396,734,530,124,738,769,847,183,30,241
40,80,399,5,884,604,845,845,479,628
191,40,227,897,683,154,679,213,720,63
925,745,678,81,974,579,175,863,390,481
235,493,582,465,355,380,572,6,42,428
69,18,970,700,363,781,561,515,635,61
257,254,131,524,89,437,530,704,88,780
435,313,186,511,983,384,281,932,947,177
250,198,816,371,846,110,988,696,296,444
361,902,979,778,389,761,10,220,514,803
210,705,977,881,514,867,671,262,917,167
130,679,819,468,204,932,110,996,950,938
590,291,436,760,89,949,945,961,837,226
275,169,517,548,991,922,725,722,33,914
433,270,91,852,412,759,934,312,418,469
416,402,161,979,590,687,786,354,999,173
331,553,218,316,68,528,470,336,633,538
992,444,513,893,603,567,300,363,414,171
907,271,889,253,601,671,625,282,24,942
387,861,908,16,454,139,589,985,834,559
396,194,503,473,27,538,130,147,824,485
717,443,104,22,767,319,873,908,466,509
582,34,167,530,459,29,100,810,706,889
603,198,849,789,901,817,132,143,18,844
366,910,84,233,15,753,403,210,893,341
882,325,727,44,163,785,55,805,133,226
861,873,890,419,496,548,703,708,133,502
439,274,101,320,117,954,560,697,978,977
855,141,382,776,142,483,99,590,0,336
930,684,310,822,686,837,650,218,925,406
222,433,741,946,223,265,288,7,717,18
569,966,981,527,340,343,396,641,340,756
722,834,402,830,848,455,47,593,367,885
380,639,994,729,821,57,490,781,252,436
525,211,782,529,984,347,24,452,993,357
181,643,774,199,214,561,379,151,678,31
676,535,458,706,743,527,761,500,982,433
181,382,52,338,901,89,327,169,858,727
549,742,697,186,469,153,555,915,86,478
423,800,909,530,795,494,137,679,192,490
542,669,732,867,236,872,479,705,180,842
940,765,8,55,830,721,901,453,804,89
585,545,218,485,662,111,425,418,536,74
46,476,954,565,836,263,791,442,957,521
314,745,101,310,772,528,778,583,435,863
3,840,889,706,659,901,310,62,821,720
676,883,687,204,4,727,446,254,646,87
474,54,244,161,415,434,250,769,744,697
185,585,278,4,900,143,596,13,652,210
759,702,507,507,94,0,273,204,223,732
766,427,572,229,141,152,560,451,346,576
37,301,460,52,746,568,219,610,146,653
394,744,25,309,537,428,979,178,250,931
322,920,406,581,806,678,353,216,187,348
626,747,90,106,16,321,590,653,938,291
870,351,293,257,286,539,162,763,707,331
166,565,671,635,481,687,537,462,506,947
183,964,760,824,328,40,1,391,477,240
855,140,266,853,953,401,980,984,508,340
489,795,817,219,738,438,723,546,96,851
392,421,229,488,199,360,914,875,783,959
142,620,613,752,127,527,921,838,839,263
377,75,569,711,534,703,949,477,554,973
789,203,961,144,388,60,306,974,940,276
432,608,934,228,41,290,819,352,681,563
859,50,729,321,263,28,268,585,738,831
658,802,85,671,616,439,226,711,643,127
709,639,77,407,884,833,461,553,508,767
904,129,596,672,968,484,931,22,591,840
689,329,198,778,403,213,625,908,629,589
48,718,257,936,707,430,775,217,896,884
165,219,366,64,468,567,50,807,435,424
316,44,47,911,862,900,535,96,861,8
666,690,527,502,650,983,574,559,582,40
527,595,341,751,723,954,50,288,540,476
397,680,842,421,450,210,317,537,705,309
568,785,638,601,307,795,181,557,487,618
548,6,865,240,89,722,697,67,632,422
264,527,746,212,795,175,594,184,945,628
592,241,367,64,537,288,305,392,629,38
245,926,275,569,279,903,380,860,257,201
742,426,456,831,335,61,679,644,53,686
448,721,720,60,756,51,176,580,128,398
972,435,28,354,936,600,526,201,495,757
600,235,440,501,796,433,804,499,936,401
716,323,91,313,299,277,271,937,361,392
792,403,200,366,985,172,623,695,548,862
554,891,901,669,441,180,283,719,104,112
567,291,249,816,683,278,743,645,640,374
449,442,117,409,829,199,962,225,703,359
93,430,723,353,29,335,201,456,122,1
955,366,345,533,851,698,98,787,1000,813
873,736,99,387,844,103,922,70,631,899
492,175,864,298,855,538,679,108,596,22
250,666,608,811,929,693,417,621,482,27
530,806,507,979,301,700,260,816,729,160
372,181,507,52,538,806,11,911,658,536
929,308,685,282,67,265,352,214,212,849
174,225,710,394,675,405,581,435,892,781
987,34,985,555,603,281,499,144,757,715
7,823,386,433,481,683,139,850,687,241
396,672,607,830,127,297,674,723,827,601
194,788,845,432,943,185,375,194,857,875
439,167,597,651,781,411,822,213,294,665
550,541,874,272,348,107,349,617,684,197
269,945,775,128,395,891,441,424,379,472
713,736,959,635,696,514,231,708,537,190
441,70,555,122,848,708,894,417,535,429
975,623,873,834,587,299,966,81,209,129
19,212,612,31,918,950,244,641,49,398
832,750,358,881,21,304,581,921,90,684
98,10,924,23,830,24,419,945,777,104
716,588,947,448,890,663,12,273,671,482
719,745,498,443,523,441,565,732,965,176
841,439,397,536,934,260,711,315,789,775
537,241,685,281,82,880,527,569,970,332
513,858,323,620,691,575,329,269,125,839
410,907,85,434,737,366,736,936,188,944
534,517,823,856,337,399,762,877,466,584
743,533,114,220,377,620,719,552,853,870
274,1000,995,250,649,62,928,171,447,998
916,952,193,753,632,671,778,783,370,220
445,989,605,466,0,848,676,958,933,841
914,690,97,398,274,291,721,66,444,90
556,485,699,893,46,524,588,303,134,440
810,934,126,485,238,702,751,818,774,8
44,193,538,702,106,837,503,100,840,571
397,25,299,337,514,61,270,609,872,72
451,993,252,249,461,192,812,162,230,63
797,105,611,412,451,154,780,444,939,896
638,610,252,791,159,969,161,440,996,370
409,709,191,559,408,71,490,244,397,479
394,945,15,492,249,521,279,956,7,28
163,264,875,269,63,618,414,690,924,459
925,371,44,375,471,562,224,499,755,5
962,435,56,963,615,481,740,92,925,431
531,196,127,578,703,339,601,333,101,563
800,953,148,658,441,963,441,208,923,71
245,307,610,546,681,884,567,524,53,46
894,749,882,204,3,568,867,164,804,246
648,673,581,2,789,783,441,738,725,61
125,480,592,104,18,301,250,646,133,776
199,844,347,400,587,941,753,936,565,508
41,541,617,771,675,63,936,350,727,86
802,661,313,695,737,507,490,243,54,27
788,874,936,651,641,249,612,798,789,823
730,781,493,613,878,516,372,636,247,192
505,109,201,132,316,269,571,870,107,476
560,502,387,299,82,268,433,52,99,771
926,976,195,530,950,890,7,348,230,159
991,122,945,830,757,144,536,546,785,82
685,351,612,202,892,640,637,128,914,931
786,838,98,105,817,539,225,466,921,318
125,639,158,935,189,136,879,640,911,245
527,375,981,250,655,880,44,840,278,555
536,613,849,155,27,249,82,250,705,92
498,841,295,694,610,207,178,93,996,512
70,447,993,716,259,205,213,931,945,943
822,718,162,69,589,237,335,36,989,203
113,593,198,709,349,404,372,214,864,484
878,110,159,829,393,412,55,195,422,672
12,332,690,480,13,987,307,468,355,149
613,104,367,729,612,233,725,288,718,275
828,569,516,435,59,590,836,798,209,629
299,268,311,669,455,86,671,975,818,241
538,581,625,293,770,950,142,574,162,102
48,75,544,62,151,431,137,152,42,665
749,124,214,487,951,418,482,950,727,252
235,497,772,83,455,577,388,327,913,875
289,846,39,687,475,367,482,616,367,291
440,110,619,744,508,523,11,366,561,371
689,198,990,548,607,240,827,920,828,796
88,216,921,303,205,168,704,567,922,524
574,909,20,247,822,422,829,12,587,902
328,124,926,529,771,498,253,605,248,182
965,996,173,235,748,431,822,412,950,733
894,846,32,861,352,904,816,400,530,743
243,173,539,861,784,139,814,177,516,511
189,297,393,211,429,470,411,36,224,588
202,91,196,838,493,435,547,730,802,584
974,19,64,503,132,520,422,861,49,743
202,782,831,450,67,1000,646,447,611,655
6,86,857,418,130,583,401,248,643,577
863,267,118,678,744,711,838,569,527,19
387,758,550,295,47,921,574,778,808,289
615,936,736,544,863,550,944,263,169,657
436,860,787,50,617,659,282,913,828,883
702,82,813,770,982,577,49,670,105,663
485,672,817,60,640,802,666,198,764,716
9,396,969,717,782,848,709,493,391,32
800,171,543,638,54,614,153,181,654,598
908,96,628,9,414,284,232,138,784,502
204,61,66,567,356,679,850,273,712,912
162,752,882,42,263,927,612,290,412,500
336,443,191,462,676,89,998,602,368,451
140,261,763,919,936,718,289,452,408,115
463,742,965,785,352,301,767,48,526,805
888,745,461,287,120,629,772,64,108,101
69,420,131,49,972,143,552,225,992,590
322,568,115,708,70,908,587,358,597,522
953,624,481,818,596,322,565,650,517,37
977,595,521,636,332,271,132,495,404,578
584,556,723,718,88,967,962,431,390,449
800,467,528,342,626,302,335,925,253,633
238,166,53,669,377,766,843,639,444,708
403,746,296,781,656,176,353,298,765,835
222,12,448,714,948,653,168,191,885,660
373,746,115,261,605,141,509,257,825,110
912,281,50,157,880,986,283,916,651,918
163,667,822,267,505,294,704,805,219,595
72,251,364,611,67,838,798,308,77,934
73,100,748,806,469,941,815,512,815,786
890,613,150,741,191,484,901,58,109,151
744,915,314,361,898,804,122,237,53,866
578,401,629,618,349,309,587,840,877,594
771,971,631,299,178,274,568,449,300,492
425,947,993,797,82,327,413,451,629,523
486,39,757,959,286,848,105,19,73,597
281,293,487,502,332,634,345,340,422,866
859,386,940,699,455,652,175,598,118,686
873,623,896,753,714,494,335,429,308,40
104,290,894,305,238,234,659,437,70,479
742,885,780,461,399,988,882,660,580,456
691,227,106,492,587,390,603,156,135,286
691,849,570,525,664,501,44,965,362,986
357,308,138,678,829,275,786,290,366,886
643,785,950,109,973,497,442,635,850,305
930,948,812,201,411,558,300,781,600,82
13,113,600,203,1000,74,452,509,748,698
860,158,460,299,345,846,342,569,416,440
737,939,460,917,811,972,655,97,109,941
577,972,575,492,230,303,592,594,639,485
668,89,573,459,126,750,816,956,805,744
50,643,571,225,874,30,915,982,841,791
842,280,14,631,543,956,724,311,844,187
488,465,195,450,316,452,285,708,775,299
638,864,996,154,620,883,382,685,983,643
480,598,648,113,952,824,193,948,852,589
58,954,7,274,980,439,870,325,840,377
279,337,926,168,551,267,112,980,360,953
438,780,35,196,890,945,240,7,765,747
272,741,304,574,946,803,404,979,16,624
239,832,177,977,665,134,149,567,102,168
794,103,202,837,946,121,614,103,679,60
182,222,848,791,883,262,679,811,18,615
797,361,449,163,290,442,22,729,299,450
147,681,926,465,56,969,873,477,293,722
956,258,640,374,840,611,422,503,618,923
277,430,171,84,459,827,768,795,46,442
529,872,492,866,100,1,106,39,730,578
672,496,463,241,430,966,995,265,124,64
352,668,456,352,663,749,719,633,143,650
147,602,909,841,296,328,913,156,865,419
798,933,50,970,768,792,171,202,981,489
935,62,403,534,344,233,538,502,443,372
54,608,670,78,486,62,497,990,422,907
711,492,457,687,848,591,314,424,185,914
793,551,8,594,75,731,140,564,303,504
312,679,851,501,423,343,295,384,542,373
164,990,418,608,914,407,162,473,912,632
684,214,412,797,909,580,199,789,582,179
161,716,943,938,324,130,567,905,725,362
586,787,292,220,162,464,981,247,407,481
768,638,358,604,503,796,840,663,395,139
309,773,589,357,26,680,130,141,121,114
98,764,235,332,155,707,307,135,419,669
938,893,925,609,145,528,710,729,180,538
566,963,979,205,334,151,444,761,262,233
712,227,337,560,199,945,808,922,488,645
464,956,617,355,862,938,788,851,679,109
451,992,320,208,986,73,80,582,793,689
591,334,625,409,958,733,733,826,778,57
203,377,445,382,605,601,792,74,192,946
740,619,431,849,287,402,899,852,92,344
742,275,266,777,206,44,698,146,288,399
64,997,358,422,714,882,911,495,785,134
230,530,105,476,862,931,501,745,777,144
889,479,357,130,301,278,684,78,32,800
182,980,238,103,53,479,744,669,200,417
284,563,773,180,221,555,678,221,322,302
341,54,829,252,698,701,85,697,117,923
90,82,644,970,1000,769,711,612,150,715
718,992,868,731,432,876,623,651,5,534
543,396,739,790,834,871,9,749,198,937
419,396,633,837,177,967,863,629,336,673
783,826,866,497,163,705,606,924,354,111
259,757,565,552,774,639,128,219,929,857
188,145,110,580,334,817,755,839,450,400
620,304,643,924,197,343,628,103,488,176
902,655,433,55,626,852,350,241,523,526
329,780,433,926,665,977,498,678,820,669
123,721,695,367,531,396,303,781,569,912
302,461,201,667,297,802,39,532,186,469
962,988,612,697,99,514,108,803,586,126
202,335,762,435,902,342,600,369,22,369
445,149,358,225,666,106,927,520,711,528
83,520,391,862,846,462,925,313,370,165
845,806,361,531,49,311,978,928,639,907
160,34,695,450,642,115,987,6,645,314
645,170,57,467,765,325,327,780,43,56
767,758,607,319,622,470,925,121,829,495
54,87,838,752,35,935,43,597,656,276
114,650,674,300,388,221,866,190,829,385
199,313,168,554,344,654,969,882,907,463
89,157,384,963,128,827,749,686,467,467
891,434,845,958,540,835,402,176,387,391
811,287,598,514,70,773,514,638,438,626
722,616,733,452,264,961,197,113,99,147
729,690,296,740,8,411,266,137,497,350
672,417,399,938,593,180,703,871,979,86
643,163,255,883,193,555,385,72,74,363
284,714,644,130,782,244,638,978,72,177
715,581,53,433,305,719,351,614,888,11
263,545,336,351,745,485,734,592,212,758
937,766,154,642,20,376,768,323,598,832
994,247,936,141,700,97,35,553,482,644
148,725,192,419,725,868,643,915,964,771
477,782,269,784,379,53,789,241,312,767
592,202,723,864,738,154,838,845,590,732
193,562,802,50,471,622,986,246,949,40
922,238,287,843,352,9,91,165,433,192
108,490,489,967,606,571,448,296,20,383
451,405,502,762,10,132,228,318,851,266
348,462,879,792,386,939,961,998,348,255
153,660,60,87,128,64,796,611,560,893
145,430,206,803,636,76,741,911,315,928
983,794,572,429,227,225,338,523,386,851
31,395,283,765,252,369,200,870,611,336
501,444,873,966,925,241,869,678,641,145
650,138,6,445,277,251,117,675,692,399
360,797,673,340,730,882,547,724,607,304
